seed,phase_C_tick,cv_early,cv_late,delta
0,5150,0.25673500000000005,0.042627000000000005,-0.21410800000000005
1,5300,0.22388,0.03916650000000001,-0.18471349999999997
2,9650,0.10191999999999998,0.041498999999999994,-0.06042099999999999
3,4200,0.159145,0.040915999999999994,-0.11822900000000001
4,4850,0.189255,0.040122,-0.14913300000000002
5,4400,0.06760000000000002,0.0414735,-0.026126500000000018
6,8850,0.12400499999999999,0.04017799999999999,-0.083827
7,4900,0.2618250000000001,0.042453000000000005,-0.21937200000000007
8,3900,0.3655999999999999,0.044312000000000004,-0.3212879999999999
9,4350,0.262275,0.041894,-0.220381
10,3700,0.34152499999999997,0.042766,-0.298759
11,3700,0.13710000000000006,0.042225,-0.09487500000000006
12,8100,0.148615,0.04264899999999999,-0.105966
13,4800,0.267305,0.042195,-0.22511
14,4250,0.25744000000000006,0.04116900000000001,-0.21627100000000005
16,3900,0.33613499999999996,0.043035,-0.29309999999999997
17,3650,0.30831,0.04511800000000001,-0.263192
18,4100,0.34935,0.0411955,-0.3081545
19,4850,0.26884,0.039190499999999996,-0.22964950000000003
20,3900,0.33787500000000004,0.04219099999999999,-0.29568400000000006
21,4200,0.11038,0.042408,-0.067972
22,4150,0.2750699999999999,0.0412245,-0.23384549999999993
23,5300,0.22293,0.041592000000000004,-0.181338
24,4650,0.277605,0.041437,-0.236168
25,4850,0.25567,0.040889499999999995,-0.2147805
26,4050,0.147445,0.042479499999999996,-0.10496549999999999
27,3800,0.329325,0.041693999999999995,-0.28763099999999997
28,5700,0.17774999999999996,0.04322050000000001,-0.13452949999999997
29,4750,0.20998999999999998,0.041319999999999996,-0.16867
30,4350,0.28842,0.040768000000000006,-0.247652
31,4700,0.2645700000000001,0.042967,-0.22160300000000008
32,4850,0.24319499999999997,0.0412075,-0.20198749999999996
33,3650,0.14230000000000004,0.04183400000000001,-0.10046600000000003
34,5350,0.23375000000000004,0.044576000000000005,-0.18917400000000004
35,4850,0.26685,0.04116450000000001,-0.22568549999999998
36,4800,0.2511449999999999,0.0419085,-0.20923649999999988
37,4850,0.256255,0.0391465,-0.2171085
38,3900,0.3353300000000001,0.04241,-0.29292000000000007
40,4750,0.26628999999999997,0.044185499999999996,-0.22210449999999998
41,4000,0.2956349999999999,0.043044,-0.2525909999999999
42,3700,0.3164749999999999,0.041526999999999994,-0.2749479999999999
43,3800,0.26822500000000005,0.0419895,-0.22623550000000003
45,4400,0.29298500000000005,0.04097499999999999,-0.25201000000000007
46,3900,0.2799650000000001,0.043205999999999994,-0.23675900000000008
47,4300,0.26261,0.0391295,-0.22348050000000003
48,3850,0.300345,0.039873000000000006,-0.260472
49,3750,0.32823499999999994,0.042665499999999995,-0.2855694999999999
50,4200,0.2650099999999999,0.04280749999999999,-0.22220249999999991
51,4400,0.29417,0.041823,-0.252347
52,4400,0.25316,0.040892,-0.212268
53,4000,0.35134,0.04202549999999999,-0.3093145
54,3750,0.30166999999999994,0.044010499999999994,-0.25765949999999993
55,5350,0.198065,0.04264299999999999,-0.155422
56,4800,0.2610449999999999,0.0404325,-0.2206124999999999
57,4750,0.24175,0.040985999999999995,-0.200764
58,3800,0.32808000000000004,0.04266249999999999,-0.28541750000000005
59,5350,0.22343499999999997,0.0413865,-0.18204849999999997
60,4150,0.07910000000000002,0.0411065,-0.03799350000000002
61,4650,0.24161500000000005,0.044194,-0.19742100000000007
62,3800,0.13689999999999997,0.040303,-0.09659699999999996
63,4850,0.24936499999999992,0.041607000000000005,-0.20775799999999991
64,4300,0.28557,0.041559,-0.24401099999999998
65,4400,0.25492500000000007,0.042428,-0.21249700000000007
66,3900,0.28252,0.039841,-0.24267899999999998
67,4200,0.2595199999999999,0.041045,-0.21847499999999992
68,4000,0.33964000000000005,0.041955,-0.29768500000000003
69,3700,0.12760000000000002,0.041214999999999995,-0.08638500000000002
70,4000,0.29025,0.040368499999999995,-0.2498815
71,4400,0.28761000000000003,0.038767,-0.24884300000000004
72,4300,0.248225,0.041816000000000006,-0.206409
73,3850,0.30603500000000006,0.04189299999999999,-0.26414200000000004
74,4200,0.27780499999999997,0.0417415,-0.23606349999999998
75,4250,0.2293,0.0412905,-0.1880095
76,4800,0.25933,0.0388885,-0.2204415
77,4300,0.256485,0.042508,-0.21397700000000003
78,4300,0.26027000000000006,0.042058,-0.21821200000000007
79,4200,0.283975,0.039788000000000004,-0.244187
80,5150,0.2597300000000001,0.040608000000000005,-0.21912200000000012
81,4300,0.26306500000000005,0.0407545,-0.22231050000000005
82,3900,0.35249499999999995,0.041861499999999996,-0.31063349999999995
83,5050,0.27723499999999995,0.042293000000000004,-0.23494199999999996
84,4950,0.26689500000000005,0.041929499999999995,-0.22496550000000004
85,8250,0.13781000000000002,0.0437195,-0.09409050000000002
86,4400,0.27293000000000006,0.041367,-0.23156300000000007
87,4400,0.274255,0.0407765,-0.23347850000000003
88,3950,0.3284000000000001,0.041439000000000004,-0.2869610000000001
89,3650,0.33671499999999993,0.044577000000000006,-0.2921379999999999
90,3700,0.31220499999999995,0.041142000000000005,-0.27106299999999994
91,3800,0.28387999999999997,0.04103200000000001,-0.24284799999999995
92,4250,0.27033000000000007,0.040507999999999995,-0.22982200000000008
93,4150,0.272175,0.042449,-0.22972599999999999
94,3600,0.25560000000000005,0.0403535,-0.21524650000000006
95,4400,0.28907999999999995,0.0387,-0.25037999999999994
96,4300,0.28931,0.04381550000000001,-0.2454945
97,3800,0.2832,0.0421885,-0.24101150000000002
98,5200,0.23282999999999995,0.040709,-0.19212099999999996
99,4050,0.18380999999999997,0.039766,-0.14404399999999998
100,4350,0.2907250000000001,0.040039500000000006,-0.2506855000000001
101,5350,0.2156,0.041068,-0.17453200000000002
102,3700,0.32562499999999994,0.041065,-0.2845599999999999
103,4200,0.16872000000000004,0.04221050000000001,-0.12650950000000002
104,4150,0.2804,0.03912249999999999,-0.24127749999999998
105,5000,0.25114000000000003,0.04184,-0.20930000000000004
106,5250,0.23242999999999997,0.0405255,-0.19190449999999998
107,5150,0.180945,0.040936,-0.140009
108,3700,0.3207499999999999,0.04182399999999999,-0.27892599999999995
109,4400,0.2708650000000001,0.043094,-0.22777100000000008
110,5000,0.2688149999999999,0.042044500000000005,-0.2267704999999999
111,3800,0.25272,0.043053999999999995,-0.20966600000000002
113,5100,0.22186499999999998,0.041402,-0.18046299999999998
114,8900,0.10724500000000001,0.043602,-0.063643
115,3900,0.31048,0.036052999999999995,-0.274427
116,4700,0.24191000000000007,0.040535999999999996,-0.20137400000000008
117,4550,0.269,0.043772000000000005,-0.225228
118,5350,0.2092,0.041732,-0.167468
119,3700,0.12720000000000004,0.04494650000000001,-0.08225350000000003
120,3800,0.3608350000000001,0.0404255,-0.32040950000000007
121,9350,0.12372000000000001,0.03930750000000001,-0.0844125
122,3800,0.3307500000000001,0.040989,-0.2897610000000001
123,5000,0.254985,0.042312,-0.212673
124,5000,0.250625,0.04224700000000001,-0.20837799999999998
125,4200,0.27138000000000007,0.042020999999999996,-0.22935900000000006
126,4750,0.2619249999999999,0.041635500000000006,-0.22028949999999992
127,4200,0.2553750000000001,0.043612000000000005,-0.21176300000000006
128,4000,0.297805,0.04047599999999999,-0.257329
130,4800,0.26952499999999996,0.0408775,-0.22864749999999995
132,4750,0.25083,0.04028400000000001,-0.21054599999999998
133,4600,0.21099999999999994,0.040512,-0.17048799999999995
134,4450,0.281095,0.04289149999999999,-0.23820349999999998
135,5550,0.17926999999999996,0.04227499999999999,-0.13699499999999998
137,3900,0.3102,0.04181150000000001,-0.2683885
138,4700,0.24833999999999995,0.044848,-0.20349199999999995
139,5500,0.17054,0.040935000000000006,-0.129605
140,3750,0.23696500000000004,0.042474500000000005,-0.19449050000000004
141,5400,0.147905,0.043237,-0.10466800000000001
142,3950,0.28947,0.04050599999999999,-0.24896400000000002
143,4850,0.27101500000000006,0.0387515,-0.23226350000000007
144,4150,0.17022000000000004,0.04148400000000001,-0.12873600000000002
145,3700,0.25079999999999997,0.039704500000000004,-0.21109549999999996
146,3650,0.09159999999999999,0.040463500000000006,-0.05113649999999998
147,4300,0.27082000000000006,0.040466999999999996,-0.23035300000000006
148,3600,0.1854,0.040951,-0.144449
149,4300,0.2705,0.04192800000000001,-0.228572
150,4450,0.2279,0.0430785,-0.1848215
151,3800,0.33737500000000004,0.0401495,-0.29722550000000003
152,5100,0.23743000000000003,0.040527499999999994,-0.19690250000000004
153,3750,0.33473499999999995,0.04098099999999999,-0.29375399999999996
154,5400,0.18234499999999998,0.04111050000000001,-0.14123449999999999
155,4300,0.28376999999999997,0.041817,-0.24195299999999997
157,4750,0.2569199999999999,0.04288349999999999,-0.21403649999999994
159,4450,0.2540699999999999,0.0402535,-0.2138164999999999
160,4800,0.26243,0.041443499999999994,-0.2209865
161,4550,0.29206,0.040662500000000004,-0.2513975
162,3900,0.24230000000000002,0.042103,-0.200197
163,3800,0.23768000000000003,0.041458999999999996,-0.19622100000000003
164,5500,0.18807999999999997,0.040295,-0.14778499999999997
165,3750,0.34661,0.04096450000000001,-0.30564549999999996
166,3950,0.25501,0.038529999999999995,-0.21648
167,3650,0.35749000000000014,0.04396349999999999,-0.31352650000000015
168,3800,0.09129999999999999,0.0411805,-0.05011949999999999
169,4150,0.27024500000000007,0.043355,-0.22689000000000006
170,4400,0.29291,0.0397665,-0.2531435
172,5050,0.2581999999999999,0.040099,-0.21810099999999988
173,4150,0.2874799999999999,0.0393465,-0.2481334999999999
174,4200,0.28789999999999993,0.041734,-0.24616599999999994
176,4150,0.25715999999999994,0.041525999999999993,-0.21563399999999994
177,3600,0.27836500000000003,0.040121500000000004,-0.23824350000000002
178,4900,0.24239499999999997,0.042290999999999995,-0.20010399999999998
179,4350,0.29285000000000005,0.0427295,-0.2501205000000001
180,5350,0.25578500000000004,0.045348,-0.21043700000000004
181,3800,0.11181999999999999,0.044457500000000004,-0.06736249999999999
182,3850,0.31171499999999996,0.0437305,-0.26798449999999996
183,3600,0.29986000000000007,0.043749,-0.2561110000000001
184,4250,0.26559999999999995,0.0400055,-0.22559449999999995
185,3900,0.2925600000000001,0.04327299999999999,-0.2492870000000001
186,4900,0.26615,0.04115599999999999,-0.224994
187,3900,0.33802000000000004,0.0420185,-0.29600150000000003
188,3600,0.24559999999999996,0.0427345,-0.20286549999999995
189,4400,0.26633500000000004,0.040736999999999995,-0.22559800000000005
190,4300,0.25142999999999993,0.040590499999999995,-0.21083949999999993
191,3800,0.24300000000000005,0.04479,-0.19821000000000005
192,3550,0.3399,0.041407,-0.298493
193,4500,0.264555,0.04310800000000001,-0.22144699999999998
194,4400,0.2610799999999999,0.0426685,-0.21841149999999993
195,3650,0.30660999999999994,0.041167499999999996,-0.2654424999999999
196,4250,0.29475500000000004,0.042699999999999995,-0.25205500000000003
197,3700,0.2794,0.041363500000000004,-0.23803649999999998
198,3750,0.32733500000000004,0.040911499999999996,-0.28642350000000005
199,5500,0.16340000000000005,0.0416615,-0.12173850000000006
200,4900,0.25047499999999995,0.041497,-0.20897799999999994
201,3750,0.323775,0.042030000000000005,-0.28174499999999997
202,4550,0.11740500000000001,0.041388499999999995,-0.07601650000000001
203,5100,0.27220500000000003,0.042378,-0.22982700000000003
204,3700,0.18909999999999996,0.04300600000000001,-0.14609399999999995
205,5200,0.22397000000000006,0.04228,-0.18169000000000007
206,4350,0.27858999999999995,0.04314449999999999,-0.23544549999999997
207,4200,0.26182,0.0440635,-0.2177565
208,3750,0.3293150000000001,0.0419245,-0.2873905000000001
209,3900,0.2871,0.044265500000000006,-0.2428345
210,4900,0.27878499999999995,0.04109550000000001,-0.23768949999999994
211,3700,0.33757000000000004,0.0429805,-0.29458950000000006
212,5050,0.28142999999999996,0.041503,-0.23992699999999995
213,4650,0.2604300000000001,0.042437,-0.2179930000000001
214,5450,0.24128499999999997,0.040386,-0.20089899999999997
215,4500,0.28199500000000005,0.0414895,-0.24050550000000004
216,3850,0.3395,0.043152499999999996,-0.29634750000000004
217,3700,0.20529999999999998,0.0423925,-0.16290749999999998
218,4950,0.24362499999999998,0.039598999999999995,-0.20402599999999999
219,4300,0.15785,0.04212849999999999,-0.1157215
220,4400,0.2835150000000001,0.0443765,-0.2391385000000001
221,4950,0.266385,0.04346499999999999,-0.22292
222,4400,0.25708000000000003,0.04244,-0.21464000000000003
223,4700,0.26654999999999995,0.04291349999999999,-0.22363649999999996
224,4700,0.25064000000000003,0.040107,-0.21053300000000003
225,4250,0.2619300000000001,0.0399495,-0.2219805000000001
226,4250,0.29672,0.0403715,-0.2563485
227,3950,0.35076,0.04050800000000001,-0.31025200000000003
228,3850,0.08799499999999998,0.0409665,-0.04702849999999997
229,5250,0.23474000000000003,0.0404895,-0.19425050000000005
230,5100,0.24144999999999994,0.04057650000000001,-0.20087349999999993
231,4600,0.2716700000000001,0.041792499999999996,-0.22987750000000007
232,3650,0.3141,0.041597499999999996,-0.2725025
233,4150,0.268495,0.043441,-0.22505399999999998
235,3800,0.32265,0.041678,-0.280972
236,4050,0.29621499999999995,0.0430445,-0.25317049999999997
237,3550,0.21759999999999996,0.041080000000000005,-0.17651999999999995
238,3700,0.29467999999999994,0.0408385,-0.25384149999999994
239,4450,0.251825,0.0431635,-0.20866150000000003
240,5150,0.207815,0.042303499999999994,-0.1655115
241,4400,0.29262,0.041914,-0.250706
242,3900,0.35112999999999994,0.04311799999999999,-0.30801199999999995
243,5100,0.2566449999999999,0.0411715,-0.2154734999999999
244,4400,0.22799999999999998,0.0428705,-0.18512949999999997
245,3900,0.3162999999999999,0.042387999999999995,-0.27391199999999993
246,4450,0.28047999999999995,0.043177,-0.23730299999999996
247,3650,0.3091149999999999,0.041593,-0.2675219999999999
248,4150,0.2648149999999999,0.041867,-0.22294799999999992
249,4950,0.2679849999999999,0.0421985,-0.22578649999999992
250,4800,0.25605999999999995,0.04048,-0.21557999999999994
251,4250,0.26095499999999994,0.0406555,-0.22029949999999993
252,3700,0.32247000000000003,0.043919999999999994,-0.27855
253,3650,0.35890500000000003,0.040976,-0.317929
254,4200,0.2928750000000001,0.04184849999999999,-0.2510265000000001
255,4400,0.25145,0.041624499999999995,-0.2098255
256,5550,0.165285,0.041102,-0.12418299999999999
257,4300,0.26850000000000007,0.040288000000000004,-0.22821200000000008
258,7650,0.16397500000000004,0.0438905,-0.12008450000000004
259,3750,0.3307300000000001,0.041832499999999995,-0.2888975000000001
260,4700,0.24968999999999997,0.040903,-0.20878699999999997
