seed,phase_C_tick,cv_pre,cv_post,delta
149,4150,0.20804,0.12508999999999998,-0.08295000000000002
150,5550,0.9186799999999999,0.2001,-0.71858
151,5100,0.69994,0.25153,-0.44841000000000003
152,9650,0.2565,0.2108625,-0.0456375
153,5250,0.9240299999999999,0.25383000000000006,-0.6701999999999999
154,4700,0.91891,0.20206,-0.71685
155,4200,0.90916,0.0988,-0.81036
156,5450,0.9206200000000001,0.21427000000000002,-0.70635
157,4300,0.9123100000000001,0.13283999999999999,-0.7794700000000001
158,4350,0.9110799999999999,0.12454000000000001,-0.7865399999999999
159,4150,0.9093199999999999,0.11069999999999999,-0.7986199999999999
160,4450,0.9126,0.16294,-0.74966
161,4700,0.9204000000000001,0.20624000000000003,-0.7141600000000001
162,9700,0.26511,0.20684285714285716,-0.05826714285714285
163,4850,0.92027,0.21246,-0.70781
164,3700,0.91562,0.15449000000000002,-0.76113
165,4300,0.9136799999999999,0.14289000000000002,-0.7707899999999999
166,3650,0.9147399999999999,0.13390999999999997,-0.7808299999999999
167,7050,0.25733,0.24694000000000002,-0.010389999999999983
168,5350,0.91896,0.21149,-0.70747
169,5150,0.92316,0.23574,-0.6874199999999999
170,5400,0.9227299999999999,0.23815,-0.68458
171,5400,0.9168100000000001,0.19036999999999998,-0.7264400000000002
172,4950,0.92293,0.22771,-0.6952200000000001
173,5300,0.92347,0.2347,-0.68877
174,4800,0.91762,0.20346000000000003,-0.7141599999999999
175,4350,0.91009,0.13283999999999999,-0.77725
176,5550,0.92484,0.22117,-0.70367
177,4600,0.91494,0.1494,-0.76554
178,9300,0.25719000000000003,0.21968000000000001,-0.037510000000000016
179,5200,0.92149,0.24418,-0.6773100000000001
180,4250,0.91709,0.14508000000000001,-0.77201
181,3700,0.91347,0.13829999999999998,-0.77517
182,4400,0.91393,0.16732,-0.74661
183,4500,0.9147000000000001,0.18278,-0.7319200000000001
184,4650,0.9167500000000001,0.18916,-0.7275900000000001
185,9600,0.27847,0.22167777777777778,-0.056792222222222216
186,3800,0.90976,0.09004000000000001,-0.81972
187,9400,0.25116,0.20617999999999997,-0.04498000000000002
188,3850,0.48843999999999993,0.1498,-0.33863999999999994
189,4300,0.9121600000000001,0.13646000000000003,-0.7757000000000001
190,4750,0.92134,0.21605000000000002,-0.70529
191,8950,0.26621,0.21926,-0.04694999999999999
192,5100,0.91798,0.17814000000000002,-0.73984
193,4400,0.91777,0.1584,-0.75937
194,9600,0.26676999999999995,0.23615555555555556,-0.03061444444444439
195,7800,0.26768000000000003,0.25007000000000007,-0.01760999999999996
196,3950,0.9106099999999999,0.10925,-0.80136
197,5500,0.9177500000000001,0.19017,-0.7275800000000001
198,5850,0.84651,0.19529,-0.65122
199,4350,0.9119300000000001,0.15075,-0.7611800000000002
