seed,phase_C_tick,cv_pre,cv_post,delta
237,3550,0.9212199999999999,0.19871,-0.72251
238,3700,0.91386,0.12852000000000002,-0.7853399999999999
239,4450,0.91328,0.15859,-0.75469
240,5150,0.9192899999999999,0.20217000000000002,-0.71712
241,4400,0.9147700000000001,0.1582,-0.7565700000000001
242,3900,0.9147399999999999,0.13821999999999998,-0.7765199999999999
243,5100,0.9246800000000001,0.25594000000000006,-0.66874
244,4400,0.9143100000000001,0.14999999999999997,-0.76431
245,3900,0.9118,0.14216,-0.7696400000000001
246,4450,0.9206,0.20964999999999998,-0.71095
247,3650,0.91418,0.14678,-0.7674
248,4150,0.91081,0.11832000000000001,-0.79249
249,4950,0.9240700000000001,0.24637000000000003,-0.6777
250,4800,0.9185399999999999,0.20043000000000002,-0.7181099999999999
251,4250,0.90981,0.13032000000000002,-0.77949
252,3700,0.90931,0.11269999999999998,-0.7966099999999999
253,3650,0.9183999999999999,0.196,-0.7223999999999999
254,4200,0.9129799999999999,0.14075000000000001,-0.7722299999999999
255,4400,0.9143800000000001,0.15253,-0.7618500000000001
256,5550,0.9165699999999999,0.18508999999999998,-0.7314799999999999
257,4300,0.9100199999999999,0.1117,-0.7983199999999999
258,7650,0.25194,0.24443,-0.007509999999999989
259,3750,0.90855,0.11479999999999999,-0.79375
260,4700,0.9183999999999999,0.19812000000000002,-0.7202799999999998
261,3850,0.52422,0.20539999999999997,-0.31882000000000005
262,3850,0.9071199999999999,0.10801000000000001,-0.7991099999999999
263,4950,0.92494,0.24469,-0.68025
264,3500,0.9162000000000001,0.14463999999999996,-0.7715600000000001
265,4250,0.90894,0.11166999999999998,-0.79727
266,4450,0.91341,0.14723000000000003,-0.7661800000000001
267,3800,0.45135000000000003,0.2145,-0.23685000000000003
268,5300,0.84891,0.22562,-0.6232900000000001
269,4400,0.9171400000000001,0.16032,-0.75682
270,8900,0.26434,0.20103,-0.06331000000000003
271,5250,0.9167400000000001,0.1833,-0.7334400000000001
272,4400,0.9107799999999999,0.13918,-0.7716
273,4850,0.92039,0.21961,-0.7007800000000001
274,5150,0.9218400000000001,0.36784000000000006,-0.554
275,3950,0.9139099999999999,0.12728,-0.7866299999999999
276,5100,0.92157,0.21233,-0.70924
277,3650,0.91917,0.17930000000000001,-0.73987
278,5600,0.47406999999999994,0.23785000000000003,-0.2362199999999999
279,4900,0.92415,0.24017,-0.68398
280,4850,0.91831,0.19932,-0.71899
281,4800,0.92387,0.22890000000000002,-0.69497
282,3800,0.91744,0.17107,-0.74637
283,4950,0.92424,0.23313999999999996,-0.6911
284,3750,0.9229900000000001,0.17570999999999998,-0.7472800000000002
285,4250,0.10773000000000002,0.10081999999999999,-0.006910000000000027
286,3850,0.91311,0.11147,-0.80164
287,4650,0.91638,0.18284,-0.73354
288,3750,0.9084099999999999,0.10905000000000001,-0.79936
289,3800,0.91693,0.1879,-0.7290300000000001
290,5000,0.92056,0.20848,-0.71208
291,4350,0.91005,0.13878,-0.77127
292,3950,0.90778,0.09294,-0.81484
293,3650,0.9155099999999999,0.1629,-0.75261
294,35550,0.17921,0.17766,-0.0015499999999999958
295,4850,0.91889,0.21998,-0.6989099999999999
296,3900,0.90765,0.10821,-0.7994399999999999
297,3900,0.5662900000000001,0.12499,-0.4413000000000001
298,3700,0.9134399999999999,0.13443,-0.77901
299,8400,0.25013,0.24500000000000002,-0.005129999999999996
300,4200,0.91014,0.11731999999999998,-0.79282
301,3650,0.91073,0.10519,-0.80554
302,4200,0.9112399999999999,0.11699999999999999,-0.79424
303,3900,0.90866,0.11502000000000001,-0.79364
304,5250,0.9221999999999999,0.23782999999999999,-0.6843699999999999
305,4450,0.91709,0.18161999999999998,-0.73547
306,4400,0.91502,0.15220000000000003,-0.7628199999999999
307,4300,0.09278,0.09234,-0.00043999999999999595
309,4200,0.90977,0.11534,-0.79443
310,3800,0.9103600000000001,0.11456000000000002,-0.7958000000000001
311,4250,0.9107200000000001,0.12452,-0.7862000000000001
312,4300,0.91328,0.15406999999999998,-0.7592099999999999
313,4150,0.29035,0.1261,-0.16425
314,4350,0.9162699999999999,0.17021999999999998,-0.7460499999999999
315,4300,0.91623,0.16401,-0.75222
316,4850,0.92103,0.20543999999999998,-0.7155900000000001
317,3850,0.59971,0.19680000000000003,-0.40290999999999993
318,4850,0.91974,0.21518,-0.70456
319,4900,0.9200100000000001,0.21759,-0.70242
320,4850,0.9209400000000001,0.22027000000000002,-0.7006700000000001
321,4400,0.91855,0.18214999999999998,-0.7363999999999999
322,5400,0.47714999999999996,0.23163000000000006,-0.2455199999999999
323,5450,0.92031,0.22489000000000003,-0.6954199999999999
324,3800,0.91083,0.09169999999999999,-0.81913
325,5050,0.92165,0.22612000000000004,-0.69553
326,4900,0.91788,0.20457999999999998,-0.7133
327,3850,0.9112399999999999,0.11834,-0.7928999999999999
328,3900,0.90879,0.12684,-0.7819499999999999
329,3900,0.9087,0.11456,-0.79414
330,4600,0.9190699999999999,0.19151,-0.72756
331,4000,0.31098,0.1547,-0.15627999999999997
332,4400,0.91734,0.18219999999999997,-0.7351400000000001
333,5400,0.70164,0.26014,-0.44150000000000006
334,3750,0.91296,0.10690999999999999,-0.80605
335,3750,0.9139099999999999,0.12054000000000001,-0.7933699999999999
336,4150,0.5528600000000001,0.14017,-0.4126900000000001
337,4100,0.90933,0.09329999999999998,-0.81603
338,5350,0.9208000000000001,0.22396,-0.6968400000000001
339,5300,0.9178499999999999,0.19017999999999996,-0.72767
340,4350,0.9105800000000001,0.10823,-0.80235
