lipid_supply,imposed_cv,imposed_T,seed,tick,n_intervals,min_interval,max_interval,mean_interval,last_interval,cell_S,rv
0.008,,,6,16000,2,3389.0,3870.0,3629.5,3870.0,0.88688,0.5915
0.008,,,6,16000,2,3291.0,3376.0,3333.5,3291.0,0.98337,0.4258
0.008,,,6,16000,2,3352.0,3775.0,3563.5,3775.0,0.90046,0.5439
0.008,,,6,16000,2,3242.0,3600.0,3421.0,3242.0,0.95932,0.5442
0.008,,,6,16000,1,3547.0,3547.0,3547.0,3547.0,0.99998,0.2078
0.008,,,6,16000,2,3528.0,3684.0,3606.0,3684.0,0.4755,0.7033
0.008,,,6,16000,2,3475.0,3696.0,3585.5,3475.0,0.85393,0.5723
0.008,,,6,16000,2,3242.0,3319.0,3280.5,3319.0,0.93216,0.5798
0.008,,,6,16000,2,3365.0,3629.0,3497.0,3629.0,0.3,0.8593
0.008,,,6,16000,2,3224.0,3392.0,3308.0,3224.0,0.92291,0.5319
0.008,,,6,16000,2,3370.0,3754.0,3562.0,3754.0,0.264,0.9172
0.008,,,6,16000,1,3689.0,3689.0,3689.0,3689.0,0.99992,0.2388
0.008,,,6,16000,2,3362.0,3459.0,3410.5,3459.0,0.32271,0.8419
0.008,,,6,16000,1,3598.0,3598.0,3598.0,3598.0,0.9756,0.4577
0.008,,,6,16000,0,-1.0,-1.0,-1.0,-1.0,0.9999,0.2083
0.008,,,6,16000,0,-1.0,-1.0,-1.0,-1.0,0.24566,0.7611
0.008,,,6,16000,0,-1.0,-1.0,-1.0,-1.0,0.1428,0.7684
0.008,,,6,16000,0,-1.0,-1.0,-1.0,-1.0,0.1428,0.7174
0.008,,,6,16000,0,-1.0,-1.0,-1.0,-1.0,0.06,0.8091
0.008,,,6,16000,0,-1.0,-1.0,-1.0,-1.0,0.0,0.6393
0.008,,,6,16000,0,-1.0,-1.0,-1.0,-1.0,0.0,0.6784
0.008,,,6,16200,5,1950.0,3486.0,2786.6,3486.0,0.88688,0.6172
0.008,,,6,16200,5,1937.0,3638.0,2891.6,3638.0,0.68546,0.6587
0.008,,,6,16200,5,1781.0,3455.0,2777.4,3455.0,0.9403,0.552
0.008,,,6,16200,5,1894.0,3287.0,2718.6,3287.0,0.9756,0.4601
0.008,,,6,16200,4,2046.0,3464.0,2962.0,3311.0,0.9642,0.5015
0.008,,,6,16200,4,2017.0,3720.0,3093.0,3262.0,0.68546,0.7758
0.008,,,6,16200,4,1964.0,3589.0,2999.75,3589.0,0.87146,0.6567
0.008,,,6,16200,3,2031.0,3437.0,2932.33,3329.0,0.99999,0.2039
0.008,,,6,16200,3,3152.0,3260.0,3189.0,3260.0,0.99003,0.4405
0.008,,,6,16200,3,2921.0,3726.0,3361.33,3437.0,0.90046,0.5824
0.008,,,6,16200,3,3272.0,3493.0,3402.0,3493.0,0.88688,0.6555
0.008,,,6,16200,2,3222.0,3695.0,3458.5,3222.0,0.99999,0.2038
0.008,,,6,16200,3,3326.0,3407.0,3360.0,3407.0,0.87146,0.5507
0.008,,,6,16200,3,3143.0,3637.0,3418.33,3637.0,0.81137,0.6228
0.008,,,6,16200,3,3351.0,3588.0,3490.67,3588.0,0.264,0.9627
0.008,,,6,16200,3,3214.0,3741.0,3494.33,3528.0,0.264,0.7767
0.008,,,6,16200,2,3647.0,3668.0,3657.5,3647.0,0.95932,0.4931
0.008,,,6,16200,2,3140.0,3700.0,3420.0,3700.0,0.9403,0.5101
0.008,,,6,16200,2,3310.0,3581.0,3445.5,3310.0,0.9403,0.534
0.008,,,6,16200,2,3389.0,3870.0,3629.5,3870.0,0.9403,0.5356
0.008,,,6,16200,2,3291.0,3376.0,3333.5,3291.0,0.99123,0.3911
0.008,,,6,16200,2,3352.0,3775.0,3563.5,3775.0,0.94747,0.4916
0.008,,,6,16200,2,3242.0,3600.0,3421.0,3242.0,0.97853,0.4964
0.008,,,6,16200,2,3547.0,3566.0,3556.5,3566.0,0.26444,0.7718
0.008,,,6,16200,2,3528.0,3684.0,3606.0,3684.0,0.72321,0.6306
0.008,,,6,16200,2,3475.0,3696.0,3585.5,3475.0,0.92291,0.5285
0.008,,,6,16200,2,3242.0,3319.0,3280.5,3319.0,0.9642,0.5266
0.008,,,6,16200,2,3365.0,3629.0,3497.0,3629.0,0.40398,0.7548
0.008,,,6,16200,2,3224.0,3392.0,3308.0,3224.0,0.95932,0.4891
0.008,,,6,16200,2,3370.0,3754.0,3562.0,3754.0,0.4755,0.8095
0.008,,,6,16200,1,3689.0,3689.0,3689.0,3689.0,0.99996,0.2243
0.008,,,6,16200,2,3362.0,3459.0,3410.5,3459.0,0.64257,0.7519
0.008,,,6,16200,1,3598.0,3598.0,3598.0,3598.0,0.98713,0.4202
0.008,,,6,16200,0,-1.0,-1.0,-1.0,-1.0,0.99995,0.197
0.008,,,6,16200,0,-1.0,-1.0,-1.0,-1.0,0.33618,0.5735
0.008,,,6,16200,0,-1.0,-1.0,-1.0,-1.0,0.24566,0.609
0.008,,,6,16200,0,-1.0,-1.0,-1.0,-1.0,0.06,0.6516
0.008,,,6,16200,0,-1.0,-1.0,-1.0,-1.0,0.0,0.6459
0.008,,,6,16200,0,-1.0,-1.0,-1.0,-1.0,0.0,0.7838
0.008,,,6,16400,5,1950.0,3486.0,2786.6,3486.0,0.9403,0.5613
0.008,,,6,16400,5,1937.0,3638.0,2891.6,3638.0,0.83401,0.5874
0.008,,,6,16400,5,1781.0,3455.0,2777.4,3455.0,0.9685,0.502
0.008,,,6,16400,5,1894.0,3287.0,2718.6,3287.0,0.98713,0.4213
0.008,,,6,16400,4,2046.0,3464.0,2962.0,3311.0,0.98111,0.4577
0.008,,,6,16400,4,2017.0,3720.0,3093.0,3262.0,0.83401,0.6971
0.008,,,6,16400,4,1964.0,3589.0,2999.75,3589.0,0.93216,0.5941
0.008,,,6,16400,4,2031.0,3567.0,3091.0,3567.0,0.32271,0.8261
0.008,,,6,16400,3,3152.0,3260.0,3189.0,3260.0,0.99474,0.4028
0.008,,,6,16400,3,2921.0,3726.0,3361.33,3437.0,0.94747,0.5239
0.008,,,6,16400,3,3272.0,3493.0,3402.0,3493.0,0.9403,0.5959
0.008,,,6,16400,3,3222.0,3704.0,3540.33,3704.0,0.23232,0.8498
0.008,,,6,16400,3,3326.0,3407.0,3360.0,3407.0,0.93216,0.4925
0.008,,,6,16400,3,3143.0,3637.0,3418.33,3637.0,0.90046,0.5659
0.008,,,6,16400,3,3351.0,3588.0,3490.67,3588.0,0.4755,0.8592
0.008,,,6,16400,3,3214.0,3741.0,3494.33,3528.0,0.4755,0.6876
0.008,,,6,16400,2,3647.0,3668.0,3657.5,3647.0,0.97853,0.4448
0.008,,,6,16400,2,3140.0,3700.0,3420.0,3700.0,0.9685,0.4658
0.008,,,6,16400,2,3310.0,3581.0,3445.5,3310.0,0.9685,0.4884
0.008,,,6,16400,2,3389.0,3870.0,3629.5,3870.0,0.9685,0.49
0.008,,,6,16400,2,3291.0,3376.0,3333.5,3291.0,0.99537,0.363
0.008,,,6,16400,2,3352.0,3775.0,3563.5,3775.0,0.97228,0.4491
0.008,,,6,16400,2,3242.0,3600.0,3421.0,3242.0,0.98867,0.4549
0.008,,,6,16400,2,3547.0,3566.0,3556.5,3566.0,0.59383,0.6831
0.008,,,6,16400,2,3528.0,3684.0,3606.0,3684.0,0.85393,0.5709
0.008,,,6,16400,2,3475.0,3696.0,3585.5,3475.0,0.95932,0.4809
0.008,,,6,16400,2,3242.0,3319.0,3280.5,3319.0,0.98111,0.483
0.008,,,6,16400,2,3365.0,3629.0,3497.0,3629.0,0.68546,0.6763
0.008,,,6,16400,2,3224.0,3392.0,3308.0,3224.0,0.97853,0.4492
0.008,,,6,16400,2,3370.0,3754.0,3562.0,3754.0,0.72321,0.7272
0.008,,,6,16400,1,3689.0,3689.0,3689.0,3689.0,0.99998,0.2118
0.008,,,6,16400,2,3362.0,3459.0,3410.5,3459.0,0.81137,0.6756
0.008,,,6,16400,1,3598.0,3598.0,3598.0,3598.0,0.99321,0.387
0.008,,,6,16400,0,-1.0,-1.0,-1.0,-1.0,0.40398,0.7665
0.008,,,6,16400,0,-1.0,-1.0,-1.0,-1.0,0.33618,0.582
0.008,,,6,16400,0,-1.0,-1.0,-1.0,-1.0,0.24566,0.6963
0.008,,,6,16400,0,-1.0,-1.0,-1.0,-1.0,0.1428,0.8912
0.008,,,6,16400,0,-1.0,-1.0,-1.0,-1.0,0.1428,0.5993
0.008,,,6,16400,0,-1.0,-1.0,-1.0,-1.0,0.0,0.749
0.008,,,6,16600,5,1950.0,3486.0,2786.6,3486.0,0.9685,0.5114
0.008,,,6,16600,5,1937.0,3638.0,2891.6,3638.0,0.9124,0.5395
0.008,,,6,16600,5,1781.0,3455.0,2777.4,3455.0,0.98337,0.4608
0.008,,,6,16600,5,1894.0,3287.0,2718.6,3287.0,0.99321,0.3855
0.008,,,6,16600,4,2046.0,3464.0,2962.0,3311.0,0.99003,0.4205
0.008,,,6,16600,4,2017.0,3720.0,3093.0,3262.0,0.9124,0.6228
0.008,,,6,16600,4,1964.0,3589.0,2999.75,3589.0,0.9642,0.5297
0.008,,,6,16600,4,2031.0,3567.0,3091.0,3567.0,0.64257,0.7409
0.008,,,6,16600,3,3152.0,3260.0,3189.0,3260.0,0.99722,0.3713
0.008,,,6,16600,3,2921.0,3726.0,3361.33,3437.0,0.97228,0.4766
0.008,,,6,16600,3,3272.0,3493.0,3402.0,3493.0,0.9685,0.5401
0.008,,,6,16600,3,3222.0,3704.0,3540.33,3704.0,0.53844,0.7475
0.008,,,6,16600,3,3326.0,3407.0,3360.0,3407.0,0.9642,0.4506
0.008,,,6,16600,3,3143.0,3637.0,3418.33,3637.0,0.94747,0.5182
0.008,,,6,16600,3,3351.0,3588.0,3490.67,3588.0,0.72321,0.7576
0.008,,,6,16600,3,3214.0,3741.0,3494.33,3528.0,0.72321,0.6097
0.008,,,6,16600,2,3647.0,3668.0,3657.5,3647.0,0.98867,0.4084
0.008,,,6,16600,2,3140.0,3700.0,3420.0,3700.0,0.98337,0.427
0.008,,,6,16600,2,3310.0,3581.0,3445.5,3310.0,0.98337,0.4514
0.008,,,6,16600,2,3389.0,3870.0,3629.5,3870.0,0.98337,0.4488
0.008,,,6,16600,2,3291.0,3376.0,3333.5,3291.0,0.99756,0.3359
0.008,,,6,16600,2,3352.0,3775.0,3563.5,3775.0,0.98537,0.4108
0.008,,,6,16600,2,3242.0,3600.0,3421.0,3242.0,0.99402,0.4172
0.008,,,6,16600,2,3547.0,3566.0,3556.5,3566.0,0.78565,0.6097
0.008,,,6,16600,2,3528.0,3684.0,3606.0,3684.0,0.92291,0.5209
0.008,,,6,16600,2,3475.0,3696.0,3585.5,3475.0,0.97853,0.4382
0.008,,,6,16600,2,3242.0,3319.0,3280.5,3319.0,0.99003,0.4449
0.008,,,6,16600,2,3365.0,3629.0,3497.0,3629.0,0.83401,0.6138
0.008,,,6,16600,2,3224.0,3392.0,3308.0,3224.0,0.98867,0.4086
0.008,,,6,16600,2,3370.0,3754.0,3562.0,3754.0,0.85393,0.6577
0.008,,,6,16600,1,3689.0,3689.0,3689.0,3689.0,0.99999,0.1982
0.008,,,6,16600,2,3362.0,3459.0,3410.5,3459.0,0.90046,0.611
0.008,,,6,16600,1,3598.0,3598.0,3598.0,3598.0,0.99641,0.3569
0.008,,,6,16600,0,-1.0,-1.0,-1.0,-1.0,0.68546,0.6859
0.008,,,6,16600,0,-1.0,-1.0,-1.0,-1.0,0.33618,0.6645
0.008,,,6,16800,5,1950.0,3486.0,2786.6,3486.0,0.98337,0.4649
0.008,,,6,16800,5,1937.0,3638.0,2891.6,3638.0,0.95377,0.485
0.008,,,6,16800,5,1781.0,3455.0,2777.4,3455.0,0.99123,0.4184
0.008,,,6,16800,5,1894.0,3287.0,2718.6,3287.0,0.99641,0.3526
0.008,,,6,16800,4,2046.0,3464.0,2962.0,3311.0,0.99474,0.3852
0.008,,,6,16800,4,2017.0,3720.0,3093.0,3262.0,0.95377,0.5598
0.008,,,6,16800,4,1964.0,3589.0,2999.75,3589.0,0.98111,0.4819
0.008,,,6,16800,4,2031.0,3567.0,3091.0,3567.0,0.81137,0.6585
0.008,,,6,16800,3,3152.0,3260.0,3189.0,3260.0,0.99853,0.3387
0.008,,,6,16800,3,2921.0,3726.0,3361.33,3437.0,0.98537,0.4331
0.008,,,6,16800,3,3272.0,3493.0,3402.0,3493.0,0.98337,0.4881
0.008,,,6,16800,3,3222.0,3704.0,3540.33,3704.0,0.75642,0.6723
0.008,,,6,16800,3,3326.0,3407.0,3360.0,3407.0,0.98111,0.411
0.008,,,6,16800,3,3143.0,3637.0,3418.33,3637.0,0.97228,0.4703
0.008,,,6,16800,3,3351.0,3588.0,3490.67,3588.0,0.85393,0.6799
0.008,,,6,16800,3,3214.0,3741.0,3494.33,3528.0,0.85393,0.5459
0.008,,,6,16800,2,3647.0,3668.0,3657.5,3647.0,0.99402,0.3752
0.008,,,6,16800,2,3140.0,3700.0,3420.0,3700.0,0.99123,0.3918
0.008,,,6,16800,2,3310.0,3581.0,3445.5,3310.0,0.99123,0.4134
0.008,,,6,16800,2,3389.0,3870.0,3629.5,3870.0,0.99123,0.4126
0.008,,,6,16800,2,3291.0,3376.0,3333.5,3291.0,0.99871,0.311
0.008,,,6,16800,2,3352.0,3775.0,3563.5,3775.0,0.99228,0.3794
0.008,,,6,16800,2,3242.0,3600.0,3421.0,3242.0,0.99684,0.3804
0.008,,,6,16800,2,3547.0,3566.0,3556.5,3566.0,0.88688,0.5432
0.008,,,6,16800,2,3528.0,3684.0,3606.0,3684.0,0.95932,0.4718
0.008,,,6,16800,2,3475.0,3696.0,3585.5,3475.0,0.98867,0.3992
0.008,,,6,16800,2,3242.0,3319.0,3280.5,3319.0,0.99474,0.4038
0.008,,,6,16800,2,3365.0,3629.0,3497.0,3629.0,0.9124,0.5592
0.008,,,6,16800,2,3224.0,3392.0,3308.0,3224.0,0.99402,0.3714
0.008,,,6,16800,2,3370.0,3754.0,3562.0,3754.0,0.92291,0.5904
0.008,,,6,16800,2,3647.0,3689.0,3668.0,3647.0,0.32271,0.7983
0.008,,,6,16800,2,3362.0,3459.0,3410.5,3459.0,0.94747,0.5519
0.008,,,6,16800,1,3598.0,3598.0,3598.0,3598.0,0.99811,0.3291
0.008,,,6,16800,0,-1.0,-1.0,-1.0,-1.0,0.83401,0.6128
0.008,,,6,16800,0,-1.0,-1.0,-1.0,-1.0,0.06,0.8239
0.008,,,6,17000,5,1950.0,3486.0,2786.6,3486.0,0.99123,0.4234
0.008,,,6,17000,5,1937.0,3638.0,2891.6,3638.0,0.9756,0.4409
0.008,,,6,17000,5,1781.0,3455.0,2777.4,3455.0,0.99537,0.3823
0.008,,,6,17000,5,1894.0,3287.0,2718.6,3287.0,0.99811,0.3218
0.008,,,6,17000,4,2046.0,3464.0,2962.0,3311.0,0.99722,0.3558
0.008,,,6,17000,4,2017.0,3720.0,3093.0,3262.0,0.9756,0.5025
0.008,,,6,17000,4,1964.0,3589.0,2999.75,3589.0,0.99003,0.4412
0.008,,,6,17000,4,2031.0,3567.0,3091.0,3567.0,0.90046,0.5889
0.008,,,6,17000,3,3152.0,3260.0,3189.0,3260.0,0.99923,0.3118
0.008,,,6,17000,3,2921.0,3726.0,3361.33,3437.0,0.99228,0.3997
0.008,,,6,17000,3,3272.0,3493.0,3402.0,3493.0,0.99123,0.4419
0.008,,,6,17000,3,3222.0,3704.0,3540.33,3704.0,0.87146,0.6073
0.008,,,6,17000,3,3326.0,3407.0,3360.0,3407.0,0.99003,0.3816
0.008,,,6,17000,3,3143.0,3637.0,3418.33,3637.0,0.98537,0.4298
0.008,,,6,17000,3,3351.0,3588.0,3490.67,3588.0,0.92291,0.612
0.008,,,6,17000,3,3214.0,3741.0,3494.33,3528.0,0.92291,0.4947
0.008,,,6,17000,2,3647.0,3668.0,3657.5,3647.0,0.99684,0.3444
0.008,,,6,17000,2,3140.0,3700.0,3420.0,3700.0,0.99537,0.3595
0.008,,,6,17000,2,3310.0,3581.0,3445.5,3310.0,0.99537,0.3777
0.008,,,6,17000,2,3389.0,3870.0,3629.5,3870.0,0.99537,0.3796
0.008,,,6,17000,2,3291.0,3376.0,3333.5,3291.0,0.99932,0.288
0.008,,,6,17000,2,3352.0,3775.0,3563.5,3775.0,0.99593,0.3503
0.008,,,6,17000,2,3242.0,3600.0,3421.0,3242.0,0.99833,0.3492
0.008,,,6,17000,2,3547.0,3566.0,3556.5,3566.0,0.9403,0.4907
0.008,,,6,17000,2,3528.0,3684.0,3606.0,3684.0,0.97853,0.4339
0.008,,,6,17000,2,3475.0,3696.0,3585.5,3475.0,0.99402,0.3675
0.008,,,6,17000,2,3242.0,3319.0,3280.5,3319.0,0.99722,0.3702
0.008,,,6,17000,2,3365.0,3629.0,3497.0,3629.0,0.95377,0.5061
0.008,,,6,17000,2,3224.0,3392.0,3308.0,3224.0,0.99684,0.3421
0.008,,,6,17000,2,3370.0,3754.0,3562.0,3754.0,0.95932,0.5345
0.008,,,6,17000,2,3647.0,3689.0,3668.0,3647.0,0.64257,0.7171
0.008,,,6,17000,2,3362.0,3459.0,3410.5,3459.0,0.97228,0.4935
0.008,,,6,17000,1,3598.0,3598.0,3598.0,3598.0,0.999,0.3049
0.008,,,6,17000,0,-1.0,-1.0,-1.0,-1.0,0.9124,0.5581
0.008,,,6,17000,0,-1.0,-1.0,-1.0,-1.0,0.48594,0.7302
0.008,,,6,17200,5,1950.0,3486.0,2786.6,3486.0,0.99537,0.386
0.008,,,6,17200,5,1937.0,3638.0,2891.6,3638.0,0.98713,0.4015
0.008,,,6,17200,5,1781.0,3455.0,2777.4,3455.0,0.99756,0.3515
0.008,,,6,17200,5,1894.0,3287.0,2718.6,3287.0,0.999,0.3009
0.008,,,6,17200,4,2046.0,3464.0,2962.0,3311.0,0.99853,0.326
0.008,,,6,17200,4,2017.0,3720.0,3093.0,3262.0,0.98713,0.4549
0.008,,,6,17200,4,1964.0,3589.0,2999.75,3589.0,0.99474,0.4047
0.008,,,6,17200,4,2031.0,3567.0,3091.0,3567.0,0.94747,0.534
0.008,,,6,17200,3,3152.0,3260.0,3189.0,3260.0,0.99959,0.29
0.008,,,6,17200,3,2921.0,3726.0,3361.33,3437.0,0.99593,0.3668
0.008,,,6,17200,3,3272.0,3493.0,3402.0,3493.0,0.99537,0.4047
0.008,,,6,17200,3,3222.0,3704.0,3540.33,3704.0,0.93216,0.5536
0.008,,,6,17200,3,3326.0,3407.0,3360.0,3407.0,0.99474,0.3493
0.008,,,6,17200,3,3143.0,3637.0,3418.33,3637.0,0.99228,0.3896
0.008,,,6,17200,3,3351.0,3588.0,3490.67,3588.0,0.95932,0.5525
0.008,,,6,17200,3,3214.0,3741.0,3494.33,3528.0,0.95932,0.4519
0.008,,,6,17200,2,3647.0,3668.0,3657.5,3647.0,0.99833,0.3208
0.008,,,6,17200,2,3140.0,3700.0,3420.0,3700.0,0.99756,0.3334
0.008,,,6,17200,2,3310.0,3581.0,3445.5,3310.0,0.99756,0.3484
0.008,,,6,17200,2,3389.0,3870.0,3629.5,3870.0,0.99756,0.3492
0.008,,,6,17200,2,3291.0,3376.0,3333.5,3291.0,0.99964,0.2683
0.008,,,6,17200,2,3352.0,3775.0,3563.5,3775.0,0.99785,0.3231
0.008,,,6,17200,2,3242.0,3600.0,3421.0,3242.0,0.99912,0.321
0.008,,,6,17200,2,3547.0,3566.0,3556.5,3566.0,0.9685,0.4422
0.008,,,6,17200,2,3528.0,3684.0,3606.0,3684.0,0.98867,0.395
0.008,,,6,17200,2,3475.0,3696.0,3585.5,3475.0,0.99684,0.3414
0.008,,,6,17200,2,3242.0,3319.0,3280.5,3319.0,0.99853,0.3413
0.008,,,6,17200,2,3365.0,3629.0,3497.0,3629.0,0.9756,0.461
0.008,,,6,17200,2,3224.0,3392.0,3308.0,3224.0,0.99833,0.314
0.008,,,6,17200,2,3370.0,3754.0,3562.0,3754.0,0.97853,0.4854
0.008,,,6,17200,2,3647.0,3689.0,3668.0,3647.0,0.81137,0.6402
0.008,,,6,17200,2,3362.0,3459.0,3410.5,3459.0,0.98537,0.4446
0.008,,,6,17200,1,3598.0,3598.0,3598.0,3598.0,0.99947,0.2823
0.008,,,6,17200,0,-1.0,-1.0,-1.0,-1.0,0.95377,0.4989
0.008,,,6,17400,5,1950.0,3486.0,2786.6,3486.0,0.99756,0.353
0.008,,,6,17400,5,1937.0,3638.0,2891.6,3638.0,0.99321,0.3699
0.008,,,6,17400,5,1781.0,3455.0,2777.4,3455.0,0.99871,0.3244
0.008,,,6,17400,5,1894.0,3287.0,2718.6,3287.0,0.99947,0.2793
0.008,,,6,17400,4,2046.0,3464.0,2962.0,3311.0,0.99923,0.3016
0.008,,,6,17400,4,2017.0,3720.0,3093.0,3262.0,0.99321,0.4131
0.008,,,6,17400,4,1964.0,3589.0,2999.75,3589.0,0.99722,0.3729
0.008,,,6,17400,4,2031.0,3567.0,3091.0,3567.0,0.97228,0.4843
0.008,,,6,17400,3,3152.0,3260.0,3189.0,3260.0,0.99978,0.2717
0.008,,,6,17400,3,2921.0,3726.0,3361.33,3437.0,0.99785,0.3381
0.008,,,6,17400,3,3272.0,3493.0,3402.0,3493.0,0.99756,0.3735
0.008,,,6,17400,3,3222.0,3704.0,3540.33,3704.0,0.9642,0.5037
0.008,,,6,17400,3,3326.0,3407.0,3360.0,3407.0,0.99722,0.3218
0.008,,,6,17400,3,3143.0,3637.0,3418.33,3637.0,0.99593,0.3554
0.008,,,6,17400,3,3351.0,3588.0,3490.67,3588.0,0.97853,0.5005
0.008,,,6,17400,3,3214.0,3741.0,3494.33,3528.0,0.97853,0.4143
0.008,,,6,17400,2,3647.0,3668.0,3657.5,3647.0,0.99912,0.2972
0.008,,,6,17400,2,3140.0,3700.0,3420.0,3700.0,0.99871,0.3089
0.008,,,6,17400,2,3310.0,3581.0,3445.5,3310.0,0.99871,0.3226
0.008,,,6,17400,2,3389.0,3870.0,3629.5,3870.0,0.99871,0.3243
0.008,,,6,17400,2,3291.0,3376.0,3333.5,3291.0,0.99981,0.2511
0.008,,,6,17400,2,3352.0,3775.0,3563.5,3775.0,0.99887,0.3016
0.008,,,6,17400,2,3242.0,3600.0,3421.0,3242.0,0.99954,0.296
0.008,,,6,17400,2,3547.0,3566.0,3556.5,3566.0,0.98337,0.4015
0.008,,,6,17400,2,3528.0,3684.0,3606.0,3684.0,0.99402,0.3627
0.008,,,6,17400,2,3475.0,3696.0,3585.5,3475.0,0.99833,0.3117
0.008,,,6,17400,2,3242.0,3319.0,3280.5,3319.0,0.99923,0.3133
0.008,,,6,17400,2,3365.0,3629.0,3497.0,3629.0,0.98713,0.4192
0.008,,,6,17400,2,3224.0,3392.0,3308.0,3224.0,0.99912,0.2904
0.008,,,6,17400,2,3370.0,3754.0,3562.0,3754.0,0.98867,0.447
0.008,,,6,17400,2,3647.0,3689.0,3668.0,3647.0,0.90046,0.5799
0.008,,,6,17400,2,3362.0,3459.0,3410.5,3459.0,0.99228,0.406
0.008,,,6,17400,1,3598.0,3598.0,3598.0,3598.0,0.99972,0.2618
0.008,,,6,17400,0,-1.0,-1.0,-1.0,-1.0,0.9756,0.4585
0.008,,,6,17600,5,1950.0,3486.0,2786.6,3486.0,0.99871,0.3242
0.008,,,6,17600,5,1937.0,3638.0,2891.6,3638.0,0.99641,0.3411
0.008,,,6,17600,5,1781.0,3455.0,2777.4,3455.0,0.99932,0.3004
0.008,,,6,17600,5,1894.0,3287.0,2718.6,3287.0,0.99972,0.2598
0.008,,,6,17600,4,2046.0,3464.0,2962.0,3311.0,0.99959,0.2795
0.008,,,6,17600,4,2017.0,3720.0,3093.0,3262.0,0.99641,0.3755
0.008,,,6,17600,4,1964.0,3589.0,2999.75,3589.0,0.99853,0.3425
0.008,,,6,17600,4,2031.0,3567.0,3091.0,3567.0,0.98537,0.4358
0.008,,,6,17600,3,3152.0,3260.0,3189.0,3260.0,0.99989,0.2527
0.008,,,6,17600,3,2921.0,3726.0,3361.33,3437.0,0.99887,0.3113
0.008,,,6,17600,3,3272.0,3493.0,3402.0,3493.0,0.99871,0.3416
0.008,,,6,17600,3,3222.0,3704.0,3540.33,3704.0,0.98111,0.4583
0.008,,,6,17600,3,3326.0,3407.0,3360.0,3407.0,0.99853,0.2974
0.008,,,6,17600,3,3143.0,3637.0,3418.33,3637.0,0.99785,0.3264
0.008,,,6,17600,3,3351.0,3588.0,3490.67,3588.0,0.98867,0.4549
0.008,,,6,17600,3,3214.0,3741.0,3494.33,3528.0,0.98867,0.3764
0.008,,,6,17600,2,3647.0,3668.0,3657.5,3647.0,0.99954,0.2759
0.008,,,6,17600,2,3140.0,3700.0,3420.0,3700.0,0.99932,0.287
0.008,,,6,17600,2,3310.0,3581.0,3445.5,3310.0,0.99932,0.3017
0.008,,,6,17600,2,3389.0,3870.0,3629.5,3870.0,0.99932,0.301
0.008,,,6,17600,2,3291.0,3376.0,3333.5,3291.0,0.9999,0.2346
0.008,,,6,17600,2,3352.0,3775.0,3563.5,3775.0,0.9994,0.2791
0.008,,,6,17600,2,3242.0,3600.0,3421.0,3242.0,0.99976,0.2764
0.008,,,6,17600,2,3547.0,3566.0,3556.5,3566.0,0.99123,0.3693
0.008,,,6,17600,2,3528.0,3684.0,3606.0,3684.0,0.99684,0.3333
0.008,,,6,17600,2,3475.0,3696.0,3585.5,3475.0,0.99912,0.2883
0.008,,,6,17600,2,3242.0,3319.0,3280.5,3319.0,0.99959,0.2906
0.008,,,6,17600,2,3365.0,3629.0,3497.0,3629.0,0.99321,0.383
0.008,,,6,17600,2,3224.0,3392.0,3308.0,3224.0,0.99954,0.2729
0.008,,,6,17600,2,3370.0,3754.0,3562.0,3754.0,0.99402,0.4098
0.008,,,6,17600,2,3647.0,3689.0,3668.0,3647.0,0.94747,0.5252
0.008,,,6,17600,2,3362.0,3459.0,3410.5,3459.0,0.99593,0.375
0.008,,,6,17600,1,3598.0,3598.0,3598.0,3598.0,0.99985,0.243
0.008,,,6,17600,0,-1.0,-1.0,-1.0,-1.0,0.98713,0.4204
0.008,,,6,17800,5,1950.0,3486.0,2786.6,3486.0,0.99932,0.3027
0.008,,,6,17800,5,1937.0,3638.0,2891.6,3638.0,0.99811,0.3137
0.008,,,6,17800,5,1781.0,3455.0,2777.4,3455.0,0.99964,0.2796
0.008,,,6,17800,5,1894.0,3287.0,2718.6,3287.0,0.99985,0.2415
0.008,,,6,17800,4,2046.0,3464.0,2962.0,3311.0,0.99978,0.2605
0.008,,,6,17800,4,2017.0,3720.0,3093.0,3262.0,0.99811,0.3452
0.008,,,6,17800,4,1964.0,3589.0,2999.75,3589.0,0.99923,0.3136
0.008,,,6,17800,4,2031.0,3567.0,3091.0,3567.0,0.99228,0.3958
0.008,,,6,17800,3,3152.0,3260.0,3189.0,3260.0,0.99994,0.2368
0.008,,,6,17800,3,2921.0,3726.0,3361.33,3437.0,0.9994,0.2893
0.008,,,6,17800,3,3272.0,3493.0,3402.0,3493.0,0.99932,0.3151
0.008,,,6,17800,3,3222.0,3704.0,3540.33,3704.0,0.99003,0.4174
0.008,,,6,17800,3,3326.0,3407.0,3360.0,3407.0,0.99923,0.2769
0.008,,,6,17800,3,3143.0,3637.0,3418.33,3637.0,0.99887,0.3015
0.008,,,6,17800,3,3351.0,3588.0,3490.67,3588.0,0.99402,0.4177
0.008,,,6,17800,3,3214.0,3741.0,3494.33,3528.0,0.99402,0.3445
0.008,,,6,17800,2,3647.0,3668.0,3657.5,3647.0,0.99976,0.2565
0.008,,,6,17800,2,3140.0,3700.0,3420.0,3700.0,0.99964,0.2669
0.008,,,6,17800,2,3310.0,3581.0,3445.5,3310.0,0.99964,0.2791
