imposed_cv,imposed_T,seed,tick,realized_interval,cell_S,n_intervals,n_divisions
0.1,3200,16,18800,3172.0,0.23231,1,2
0.1,3200,16,18800,-1.0,0.99871,0,0
0.1,3200,16,18800,-1.0,0.99972,0,0
0.1,3200,16,18800,2654.0,0.2644,1,2
0.1,3200,16,18800,-1.0,0.99983,0,0
0.1,3200,16,18800,-1.0,0.99887,0,0
0.1,3200,16,18800,-1.0,0.99959,0,0
0.1,3200,16,18800,-1.0,0.99964,0,0
0.1,3200,16,18800,-1.0,0.95932,0,0
0.1,3200,16,18800,-1.0,0.99243,0,0
0.1,3200,16,18800,-1.0,0.06,0,0
0.1,3200,16,18800,-1.0,0.06,0,0
0.1,3200,16,18800,-1.0,0.06,0,0
0.1,3200,16,18800,-1.0,0.0,0,0
0.1,3200,16,19000,2770.0,0.9403,5,6
0.1,3200,16,19000,3338.0,0.99985,4,5
0.1,3200,16,19000,3123.0,0.95932,4,5
0.1,3200,16,19000,3428.0,0.99968,3,4
0.1,3200,16,19000,2877.0,0.98111,3,4
0.1,3200,16,19000,3334.0,0.88688,3,4
0.1,3200,16,19000,3184.0,0.99978,2,3
0.1,3200,16,19000,3815.0,0.99932,2,3
0.1,3200,16,19000,2653.0,0.99684,2,3
0.1,3200,16,19000,2938.0,0.834,2,3
0.1,3200,16,19000,3215.0,0.9756,2,3
0.1,3200,16,19000,3048.0,0.9642,2,3
0.1,3200,16,19000,3075.0,0.99987,1,2
0.1,3200,16,19000,2758.0,0.59381,2,3
0.1,3200,16,19000,3602.0,0.99932,1,2
0.1,3200,16,19000,3212.0,0.99972,1,2
0.1,3200,16,19000,2667.0,0.99871,1,2
0.1,3200,16,19000,3459.0,0.85393,1,2
0.1,3200,16,19000,3522.0,0.59383,1,2
0.1,3200,16,19000,3077.0,0.98713,1,2
0.1,3200,16,19000,3019.0,0.98712,1,2
0.1,3200,16,19000,3160.0,0.78565,1,2
0.1,3200,16,19000,3223.0,0.87146,1,2
0.1,3200,16,19000,3460.0,0.26399,1,2
0.1,3200,16,19000,3172.0,0.53844,1,2
0.1,3200,16,19000,-1.0,0.99932,0,0
0.1,3200,16,19000,-1.0,0.99985,0,0
0.1,3200,16,19000,2654.0,0.59381,1,2
0.1,3200,16,19000,-1.0,0.99991,0,0
0.1,3200,16,19000,-1.0,0.9994,0,0
0.1,3200,16,19000,-1.0,0.99978,0,0
0.1,3200,16,19000,-1.0,0.99981,0,0
0.1,3200,16,19000,-1.0,0.97853,0,0
0.1,3200,16,19000,-1.0,0.99601,0,0
0.1,3200,16,19000,-1.0,0.41584,0,0
0.1,3200,16,19000,-1.0,0.0,0,0
0.1,3200,16,19200,2770.0,0.9685,5,6
0.1,3200,16,19200,3338.0,0.99992,4,5
0.1,3200,16,19200,3123.0,0.97853,4,5
0.1,3200,16,19200,3428.0,0.99983,3,4
0.1,3200,16,19200,2877.0,0.99003,3,4
0.1,3200,16,19200,3334.0,0.9403,3,4
0.1,3200,16,19200,3184.0,0.99989,2,3
0.1,3200,16,19200,3815.0,0.99964,2,3
0.1,3200,16,19200,2653.0,0.99833,2,3
0.1,3200,16,19200,2938.0,0.9124,2,3
0.1,3200,16,19200,3215.0,0.98713,2,3
0.1,3200,16,19200,3048.0,0.98111,2,3
0.1,3200,16,19200,3075.0,0.99993,1,2
0.1,3200,16,19200,2758.0,0.78564,2,3
0.1,3200,16,19200,3602.0,0.99964,1,2
0.1,3200,16,19200,3212.0,0.99985,1,2
0.1,3200,16,19200,2667.0,0.99932,1,2
0.1,3200,16,19200,3459.0,0.92291,1,2
0.1,3200,16,19200,3522.0,0.78565,1,2
0.1,3200,16,19200,3077.0,0.99321,1,2
0.1,3200,16,19200,3019.0,0.99321,1,2
0.1,3200,16,19200,3160.0,0.88688,1,2
0.1,3200,16,19200,3223.0,0.93216,1,2
0.1,3200,16,19200,3460.0,0.4755,1,2
0.1,3200,16,19200,3172.0,0.75642,1,2
0.1,3200,16,19200,-1.0,0.99964,0,0
0.1,3200,16,19200,-1.0,0.99992,0,0
0.1,3200,16,19200,2654.0,0.78564,1,2
0.1,3200,16,19200,-1.0,0.99995,0,0
0.1,3200,16,19200,2523.0,0.26391,1,2
0.1,3200,16,19200,-1.0,0.99989,0,0
0.1,3200,16,19200,-1.0,0.9999,0,0
0.1,3200,16,19200,-1.0,0.98867,0,0
0.1,3200,16,19200,-1.0,0.99789,0,0
0.1,3200,16,19200,-1.0,0.24566,0,0
0.1,3200,16,19200,-1.0,0.0,0,0
0.1,3200,16,19400,2770.0,0.98337,5,6
0.1,3200,16,19400,3338.0,0.99996,4,5
0.1,3200,16,19400,3123.0,0.98867,4,5
0.1,3200,16,19400,3428.0,0.99991,3,4
0.1,3200,16,19400,2877.0,0.99474,3,4
0.1,3200,16,19400,3334.0,0.9685,3,4
0.1,3200,16,19400,3184.0,0.99994,2,3
0.1,3200,16,19400,3815.0,0.99981,2,3
0.1,3200,16,19400,2653.0,0.99912,2,3
0.1,3200,16,19400,2938.0,0.95377,2,3
0.1,3200,16,19400,3215.0,0.99321,2,3
0.1,3200,16,19400,3048.0,0.99003,2,3
0.1,3200,16,19400,3075.0,0.99996,1,2
0.1,3200,16,19400,2758.0,0.88688,2,3
0.1,3200,16,19400,3602.0,0.99981,1,2
0.1,3200,16,19400,2850.0,0.32269,2,3
0.1,3200,16,19400,2667.0,0.99964,1,2
0.1,3200,16,19400,3459.0,0.95932,1,2
0.1,3200,16,19400,3522.0,0.88688,1,2
0.1,3200,16,19400,3077.0,0.99641,1,2
0.1,3200,16,19400,3019.0,0.99641,1,2
0.1,3200,16,19400,3160.0,0.9403,1,2
0.1,3200,16,19400,3223.0,0.9642,1,2
0.1,3200,16,19400,3460.0,0.72321,1,2
0.1,3200,16,19400,3172.0,0.87145,1,2
0.1,3200,16,19400,-1.0,0.99981,0,0
0.1,3200,16,19400,3044.0,0.3227,1,2
0.1,3200,16,19400,2654.0,0.88688,1,2
0.1,3200,16,19400,-1.0,0.99998,0,0
0.1,3200,16,19400,2523.0,0.47546,1,2
0.1,3200,16,19400,2961.0,0.26442,1,2
0.1,3200,16,19400,-1.0,0.99995,0,0
0.1,3200,16,19400,-1.0,0.99402,0,0
0.1,3200,16,19400,-1.0,0.99889,0,0
0.1,3200,16,19400,-1.0,0.24566,0,0
0.1,3200,16,19400,-1.0,0.1428,0,0
0.1,3200,16,19400,-1.0,0.06,0,0
0.1,3200,16,19400,-1.0,0.0,0,0
0.1,3200,16,19600,2770.0,0.99123,5,6
0.1,3200,16,19600,3250.0,0.26444,5,6
0.1,3200,16,19600,3123.0,0.99402,4,5
0.1,3200,16,19600,3428.0,0.99995,3,4
0.1,3200,16,19600,2877.0,0.99722,3,4
0.1,3200,16,19600,3334.0,0.98337,3,4
0.1,3200,16,19600,3169.0,0.26443,3,4
0.1,3200,16,19600,3815.0,0.9999,2,3
0.1,3200,16,19600,2653.0,0.99954,2,3
0.1,3200,16,19600,2938.0,0.9756,2,3
0.1,3200,16,19600,3215.0,0.99641,2,3
0.1,3200,16,19600,3048.0,0.99474,2,3
0.1,3200,16,19600,3075.0,0.99998,1,2
0.1,3200,16,19600,2758.0,0.9403,2,3
0.1,3200,16,19600,3602.0,0.9999,1,2
0.1,3200,16,19600,2850.0,0.64256,2,3
0.1,3200,16,19600,2667.0,0.99981,1,2
0.1,3200,16,19600,3459.0,0.97853,1,2
0.1,3200,16,19600,3522.0,0.9403,1,2
0.1,3200,16,19600,3077.0,0.99811,1,2
0.1,3200,16,19600,3019.0,0.99811,1,2
0.1,3200,16,19600,3160.0,0.9685,1,2
0.1,3200,16,19600,3223.0,0.98111,1,2
0.1,3200,16,19600,3460.0,0.85393,1,2
0.1,3200,16,19600,3172.0,0.93216,1,2
0.1,3200,16,19600,-1.0,0.9999,0,0
0.1,3200,16,19600,3044.0,0.64257,1,2
0.1,3200,16,19600,2654.0,0.9403,1,2
0.1,3200,16,19600,3386.0,0.3227,1,2
0.1,3200,16,19600,2523.0,0.72318,1,2
0.1,3200,16,19600,2961.0,0.59382,1,2
0.1,3200,16,19600,3282.0,0.26399,1,2
0.1,3200,16,19600,-1.0,0.99684,0,0
0.1,3200,16,19600,-1.0,0.99941,0,0
0.1,3200,16,19600,-1.0,0.1428,0,0
0.1,3200,16,19600,-1.0,0.0,0,0
0.1,3200,16,19600,-1.0,0.0,0,0
0.1,3200,16,19600,-1.0,0.0,0,0
0.1,3200,16,19800,2770.0,0.99537,5,6
0.1,3200,16,19800,3250.0,0.59383,5,6
0.1,3200,16,19800,3123.0,0.99684,4,5
0.1,3200,16,19800,3196.0,0.3227,4,5
0.1,3200,16,19800,2877.0,0.99853,3,4
0.1,3200,16,19800,3334.0,0.99123,3,4
0.1,3200,16,19800,3169.0,0.59383,3,4
0.1,3200,16,19800,3815.0,0.99995,2,3
0.1,3200,16,19800,2653.0,0.99976,2,3
0.1,3200,16,19800,2938.0,0.98712,2,3
0.1,3200,16,19800,3215.0,0.99811,2,3
0.1,3200,16,19800,3048.0,0.99722,2,3
0.1,3200,16,19800,3412.0,0.40398,2,3
0.1,3200,16,19800,2758.0,0.9685,2,3
0.1,3200,16,19800,2998.0,0.26443,2,3
0.1,3200,16,19800,2850.0,0.81137,2,3
0.1,3200,16,19800,2667.0,0.9999,1,2
0.1,3200,16,19800,3459.0,0.98867,1,2
0.1,3200,16,19800,3522.0,0.9685,1,2
0.1,3200,16,19800,3077.0,0.999,1,2
0.1,3200,16,19800,3019.0,0.999,1,2
0.1,3200,16,19800,3160.0,0.98337,1,2
0.1,3200,16,19800,3223.0,0.99003,1,2
0.1,3200,16,19800,3460.0,0.92291,1,2
0.1,3200,16,19800,3172.0,0.9642,1,2
0.1,3200,16,19800,-1.0,0.99995,0,0
0.1,3200,16,19800,3044.0,0.81137,1,2
0.1,3200,16,19800,2654.0,0.96849,1,2
0.1,3200,16,19800,3386.0,0.64257,1,2
0.1,3200,16,19800,2523.0,0.85391,1,2
0.1,3200,16,19800,2961.0,0.78565,1,2
0.1,3200,16,19800,3282.0,0.4755,1,2
0.1,3200,16,19800,-1.0,0.99833,0,0
0.1,3200,16,19800,-1.0,0.99969,0,0
0.1,3200,16,19800,-1.0,0.33618,0,0
0.1,3200,16,19800,-1.0,0.1428,0,0
0.1,3200,16,19800,-1.0,0.1428,0,0
0.1,3200,16,19800,-1.0,0.0,0,0
0.1,3200,16,20000,2770.0,0.99756,5,6
0.1,3200,16,20000,3250.0,0.78565,5,6
0.1,3200,16,20000,3123.0,0.99833,4,5
0.1,3200,16,20000,3196.0,0.64257,4,5
0.1,3200,16,20000,2877.0,0.99923,3,4
0.1,3200,16,20000,3334.0,0.99537,3,4
0.1,3200,16,20000,3169.0,0.78565,3,4
0.1,3200,16,20000,3815.0,0.99997,2,3
0.1,3200,16,20000,2653.0,0.99987,2,3
0.1,3200,16,20000,2938.0,0.99321,2,3
0.1,3200,16,20000,3215.0,0.999,2,3
0.1,3200,16,20000,3048.0,0.99853,2,3
0.1,3200,16,20000,3412.0,0.68546,2,3
0.1,3200,16,20000,2758.0,0.98337,2,3
0.1,3200,16,20000,2998.0,0.59382,2,3
0.1,3200,16,20000,2850.0,0.90045,2,3
0.1,3200,16,20000,3071.0,0.26398,2,3
0.1,3200,16,20000,3459.0,0.99402,1,2
0.1,3200,16,20000,3522.0,0.98337,1,2
0.1,3200,16,20000,3077.0,0.99947,1,2
0.1,3200,16,20000,3019.0,0.99947,1,2
0.1,3200,16,20000,3160.0,0.99123,1,2
0.1,3200,16,20000,3223.0,0.99474,1,2
0.1,3200,16,20000,3460.0,0.95932,1,2
0.1,3200,16,20000,3172.0,0.98111,1,2
0.1,3200,16,20000,3304.0,0.26399,1,2
0.1,3200,16,20000,3044.0,0.90045,1,2
0.1,3200,16,20000,2654.0,0.98337,1,2
0.1,3200,16,20000,3386.0,0.81137,1,2
0.1,3200,16,20000,2523.0,0.92291,1,2
0.1,3200,16,20000,2961.0,0.88688,1,2
0.1,3200,16,20000,3282.0,0.72321,1,2
0.1,3200,16,20000,-1.0,0.99912,0,0
0.1,3200,16,20000,-1.0,0.99984,0,0
0.1,3200,16,20000,-1.0,0.0,0,0
0.1,3200,16,20000,-1.0,0.0,0,0
0.1,3200,17,16000,3249.0,0.99988,3,4
0.1,3200,17,16000,3246.0,0.88688,4,5
0.1,3200,17,16000,3212.0,0.99983,2,3
0.1,3200,17,16000,2682.0,0.8539,3,4
0.1,3200,17,16000,2815.0,0.98537,2,3
0.1,3200,17,16000,3609.0,0.99964,1,2
0.1,3200,17,16000,3139.0,0.99992,1,2
0.1,3200,17,16000,3356.0,0.99985,1,2
0.1,3200,17,16000,2974.0,0.99537,1,2
0.1,3200,17,16000,2838.0,0.9642,1,2
0.1,3200,17,16000,3422.0,0.26399,1,2
0.1,3200,17,16000,-1.0,0.99977,0,0
0.1,3200,17,16000,3101.0,0.32269,1,2
0.1,3200,17,16000,-1.0,0.99994,0,0
0.1,3200,17,16000,-1.0,0.9999,0,0
0.1,3200,17,16000,-1.0,0.99987,0,0
0.1,3200,17,16000,-1.0,0.9642,0,0
0.1,3200,17,16000,-1.0,0.87146,0,0
0.1,3200,17,16000,-1.0,0.96849,0,0
0.1,3200,17,16000,-1.0,0.85393,0,0
0.1,3200,17,16000,-1.0,0.83399,0,0
0.1,3200,17,16000,-1.0,0.68544,0,0
0.1,3200,17,16000,-1.0,0.40397,0,0
0.1,3200,17,16000,-1.0,0.26398,0,0
0.1,3200,17,16000,-1.0,0.23229,0,0
0.1,3200,17,16000,-1.0,0.99984,0,0
0.1,3200,17,16000,-1.0,0.99986,0,0
0.1,3200,17,16000,-1.0,0.99984,0,0
0.1,3200,17,16000,-1.0,0.32265,0,0
0.1,3200,17,16000,-1.0,0.99979,0,0
0.1,3200,17,16000,-1.0,0.9996,0,0
0.1,3200,17,16000,-1.0,0.99955,0,0
0.1,3200,17,16000,-1.0,0.99414,0,0
0.1,3200,17,16000,-1.0,0.98148,0,0
0.1,3200,17,16000,-1.0,0.24566,0,0
0.1,3200,17,16000,-1.0,0.1428,0,0
0.1,3200,17,16000,-1.0,0.06,0,0
0.1,3200,17,16000,-1.0,0.0,0,0
0.1,3200,17,16000,-1.0,0.0,0,0
0.1,3200,17,16000,-1.0,0.0,0,0
0.1,3200,17,16200,3015.0,0.26442,4,5
0.1,3200,17,16200,3246.0,0.9403,4,5
0.1,3200,17,16200,2884.0,0.23229,3,4
0.1,3200,17,16200,2682.0,0.92289,3,4
0.1,3200,17,16200,2815.0,0.99228,2,3
0.1,3200,17,16200,3609.0,0.99981,1,2
0.1,3200,17,16200,3161.0,0.26442,2,3
0.1,3200,17,16200,3356.0,0.99991,1,2
0.1,3200,17,16200,2974.0,0.99756,1,2
0.1,3200,17,16200,2838.0,0.98111,1,2
0.1,3200,17,16200,3422.0,0.4755,1,2
0.1,3200,17,16200,-1.0,0.99987,0,0
0.1,3200,17,16200,3101.0,0.64256,1,2
0.1,3200,17,16200,3342.0,0.26443,1,2
0.1,3200,17,16200,-1.0,0.99995,0,0
0.1,3200,17,16200,-1.0,0.99993,0,0
0.1,3200,17,16200,-1.0,0.98111,0,0
0.1,3200,17,16200,-1.0,0.93216,0,0
0.1,3200,17,16200,-1.0,0.98337,0,0
0.1,3200,17,16200,-1.0,0.92291,0,0
0.1,3200,17,16200,-1.0,0.91239,0,0
0.1,3200,17,16200,-1.0,0.83399,0,0
0.1,3200,17,16200,-1.0,0.68544,0,0
0.1,3200,17,16200,-1.0,0.47549,0,0
0.1,3200,17,16200,-1.0,0.53843,0,0
0.1,3200,17,16200,-1.0,0.29997,0,0
0.1,3200,17,16200,-1.0,0.26398,0,0
0.1,3200,17,16200,-1.0,0.26397,0,0
0.1,3200,17,16200,-1.0,0.64253,0,0
0.1,3200,17,16200,-1.0,0.99989,0,0
0.1,3200,17,16200,-1.0,0.99973,0,0
0.1,3200,17,16200,-1.0,0.99976,0,0
0.1,3200,17,16200,-1.0,0.99691,0,0
0.1,3200,17,16200,-1.0,0.99023,0,0
0.1,3200,17,16200,-1.0,0.33618,0,0
0.1,3200,17,16200,-1.0,0.33618,0,0
0.1,3200,17,16200,-1.0,0.24566,0,0
0.1,3200,17,16200,-1.0,0.06,0,0
0.1,3200,17,16200,-1.0,0.0,0,0
0.1,3200,17,16200,-1.0,0.0,0,0
0.1,3200,17,16200,-1.0,0.0,0,0
0.1,3200,17,16200,-1.0,0.0,0,0
0.1,3200,17,16200,-1.0,0.0,0,0
0.1,3200,17,16200,-1.0,0.0,0,0
0.1,3200,17,16400,3015.0,0.59382,4,5
0.1,3200,17,16400,3246.0,0.9685,4,5
0.1,3200,17,16400,2884.0,0.53843,3,4
0.1,3200,17,16400,2682.0,0.9593,3,4
0.1,3200,17,16400,2815.0,0.99593,2,3
0.1,3200,17,16400,3609.0,0.9999,1,2
0.1,3200,17,16400,3161.0,0.59381,2,3
0.1,3200,17,16400,3150.0,0.2323,2,3
0.1,3200,17,16400,2974.0,0.99871,1,2
0.1,3200,17,16400,2838.0,0.99003,1,2
0.1,3200,17,16400,3422.0,0.7232,1,2
0.1,3200,17,16400,-1.0,0.99992,0,0
0.1,3200,17,16400,3101.0,0.81136,1,2
0.1,3200,17,16400,3342.0,0.59382,1,2
0.1,3200,17,16400,3158.0,0.3227,1,2
0.1,3200,17,16400,-1.0,0.99996,0,0
0.1,3200,17,16400,-1.0,0.99003,0,0
0.1,3200,17,16400,-1.0,0.9642,0,0
0.1,3200,17,16400,-1.0,0.99123,0,0
0.1,3200,17,16400,-1.0,0.95932,0,0
0.1,3200,17,16400,-1.0,0.95376,0,0
0.1,3200,17,16400,-1.0,0.91238,0,0
0.1,3200,17,16400,-1.0,0.83399,0,0
0.1,3200,17,16400,-1.0,0.72318,0,0
0.1,3200,17,16400,-1.0,0.75641,0,0
0.1,3200,17,16400,-1.0,0.40396,0,0
0.1,3200,17,16400,-1.0,0.47549,0,0
0.1,3200,17,16400,-1.0,0.47549,0,0
0.1,3200,17,16400,-1.0,0.81135,0,0
0.1,3200,17,16400,-1.0,0.99994,0,0
0.1,3200,17,16400,-1.0,0.9998,0,0
0.1,3200,17,16400,-1.0,0.99987,0,0
0.1,3200,17,16400,-1.0,0.99837,0,0
0.1,3200,17,16400,-1.0,0.99484,0,0
0.1,3200,17,16400,-1.0,0.24566,0,0
0.1,3200,17,16400,-1.0,0.24566,0,0
0.1,3200,17,16400,-1.0,0.06,0,0
0.1,3200,17,16400,-1.0,0.0,0,0
0.1,3200,17,16600,3015.0,0.78564,4,5
0.1,3200,17,16600,3246.0,0.98337,4,5
0.1,3200,17,16600,2884.0,0.75642,3,4
0.1,3200,17,16600,2682.0,0.9785,3,4
0.1,3200,17,16600,2815.0,0.99785,2,3
0.1,3200,17,16600,3609.0,0.99995,1,2
0.1,3200,17,16600,3161.0,0.78564,2,3
0.1,3200,17,16600,3150.0,0.53843,2,3
0.1,3200,17,16600,2974.0,0.99932,1,2
0.1,3200,17,16600,2838.0,0.99474,1,2
0.1,3200,17,16600,3422.0,0.85391,1,2
0.1,3200,17,16600,-1.0,0.99995,0,0
0.1,3200,17,16600,3101.0,0.90044,1,2
0.1,3200,17,16600,3342.0,0.78563,1,2
0.1,3200,17,16600,3158.0,0.64257,1,2
0.1,3200,17,16600,3274.0,0.3227,1,2
0.1,3200,17,16600,-1.0,0.99474,0,0
0.1,3200,17,16600,-1.0,0.98111,0,0
0.1,3200,17,16600,-1.0,0.99537,0,0
0.1,3200,17,16600,-1.0,0.97853,0,0
0.1,3200,17,16600,-1.0,0.97559,0,0
0.1,3200,17,16600,-1.0,0.95374,0,0
0.1,3200,17,16600,-1.0,0.91239,0,0
0.1,3200,17,16600,-1.0,0.85391,0,0
0.1,3200,17,16600,-1.0,0.87144,0,0
0.1,3200,17,16600,-1.0,0.68544,0,0
0.1,3200,17,16600,-1.0,0.7232,0,0
0.1,3200,17,16600,-1.0,0.7232,0,0
0.1,3200,17,16600,-1.0,0.90044,0,0
0.1,3200,17,16600,-1.0,0.99997,0,0
0.1,3200,17,16600,-1.0,0.26395,0,0
0.1,3200,17,16600,-1.0,0.99993,0,0
0.1,3200,17,16600,-1.0,0.99914,0,0
0.1,3200,17,16600,-1.0,0.99728,0,0
0.1,3200,17,16600,-1.0,0.33618,0,0
0.1,3200,17,16600,-1.0,0.1428,0,0
0.1,3200,17,16600,-1.0,0.0,0,0
0.1,3200,17,16800,3015.0,0.88686,4,5
0.1,3200,17,16800,3246.0,0.99123,4,5
0.1,3200,17,16800,2884.0,0.87145,3,4
0.1,3200,17,16800,2682.0,0.98865,3,4
0.1,3200,17,16800,2815.0,0.99887,2,3
0.1,3200,17,16800,3229.0,0.23231,2,3
0.1,3200,17,16800,3161.0,0.88687,2,3
0.1,3200,17,16800,3150.0,0.75641,2,3
0.1,3200,17,16800,2974.0,0.99964,1,2
0.1,3200,17,16800,2838.0,0.99722,1,2
0.1,3200,17,16800,3422.0,0.9229,1,2
0.1,3200,17,16800,3345.0,0.26443,1,2
0.1,3200,17,16800,3101.0,0.94745,1,2
0.1,3200,17,16800,3342.0,0.88686,1,2
0.1,3200,17,16800,3158.0,0.81137,1,2
0.1,3200,17,16800,3274.0,0.64257,1,2
0.1,3200,17,16800,-1.0,0.99722,0,0
0.1,3200,17,16800,-1.0,0.99003,0,0
0.1,3200,17,16800,-1.0,0.99756,0,0
0.1,3200,17,16800,-1.0,0.98867,0,0
0.1,3200,17,16800,-1.0,0.98712,0,0
0.1,3200,17,16800,-1.0,0.97558,0,0
0.1,3200,17,16800,-1.0,0.95375,0,0
0.1,3200,17,16800,-1.0,0.92289,0,0
0.1,3200,17,16800,-1.0,0.93214,0,0
0.1,3200,17,16800,-1.0,0.83398,0,0
0.1,3200,17,16800,-1.0,0.85392,0,0
0.1,3200,17,16800,-1.0,0.85392,0,0
0.1,3200,17,16800,-1.0,0.94745,0,0
0.1,3200,17,16800,-1.0,0.99998,0,0
0.1,3200,17,16800,-1.0,0.47545,0,0
0.1,3200,17,16800,-1.0,0.99996,0,0
0.1,3200,17,16800,-1.0,0.99955,0,0
0.1,3200,17,16800,-1.0,0.99856,0,0
0.1,3200,17,16800,-1.0,0.24563,0,0
0.1,3200,17,16800,-1.0,0.06,0,0
0.1,3200,17,16800,-1.0,0.0,0,0
0.1,3200,17,17000,3015.0,0.94028,4,5
0.1,3200,17,17000,3246.0,0.99537,4,5
0.1,3200,17,17000,2884.0,0.93216,3,4
0.1,3200,17,17000,2682.0,0.994,3,4
0.1,3200,17,17000,2815.0,0.9994,2,3
0.1,3200,17,17000,3229.0,0.53844,2,3
0.1,3200,17,17000,3161.0,0.94029,2,3
0.1,3200,17,17000,3150.0,0.87144,2,3
0.1,3200,17,17000,2974.0,0.99981,1,2
0.1,3200,17,17000,2838.0,0.99853,1,2
0.1,3200,17,17000,3422.0,0.9593,1,2
0.1,3200,17,17000,3345.0,0.59382,1,2
0.1,3200,17,17000,3101.0,0.97226,1,2
0.1,3200,17,17000,3342.0,0.94029,1,2
0.1,3200,17,17000,3158.0,0.90045,1,2
0.1,3200,17,17000,3274.0,0.81137,1,2
0.1,3200,17,17000,-1.0,0.99853,0,0
0.1,3200,17,17000,-1.0,0.99474,0,0
0.1,3200,17,17000,-1.0,0.99871,0,0
0.1,3200,17,17000,-1.0,0.99402,0,0
0.1,3200,17,17000,-1.0,0.99319,0,0
0.1,3200,17,17000,-1.0,0.9871,0,0
0.1,3200,17,17000,-1.0,0.97559,0,0
0.1,3200,17,17000,-1.0,0.9593,0,0
0.1,3200,17,17000,-1.0,0.96418,0,0
0.1,3200,17,17000,-1.0,0.91237,0,0
0.1,3200,17,17000,-1.0,0.92291,0,0
0.1,3200,17,17000,-1.0,0.92291,0,0
0.1,3200,17,17000,-1.0,0.97226,0,0
0.1,3200,17,17000,-1.0,0.23232,0,0
0.1,3200,17,17000,-1.0,0.72313,0,0
0.1,3200,17,17000,-1.0,0.40398,0,0
0.1,3200,17,17000,-1.0,0.99976,0,0
0.1,3200,17,17000,-1.0,0.99924,0,0
0.1,3200,17,17000,-1.0,0.41584,0,0
0.1,3200,17,17000,-1.0,0.1428,0,0
0.1,3200,17,17000,-1.0,0.0,0,0
0.1,3200,17,17200,3015.0,0.96847,4,5
0.1,3200,17,17200,3246.0,0.99756,4,5
0.1,3200,17,17200,2884.0,0.9642,3,4
0.1,3200,17,17200,2682.0,0.99683,3,4
0.1,3200,17,17200,2815.0,0.99968,2,3
0.1,3200,17,17200,3229.0,0.75642,2,3
0.1,3200,17,17200,3161.0,0.96848,2,3
0.1,3200,17,17200,3150.0,0.93215,2,3
0.1,3200,17,17200,2974.0,0.9999,1,2
0.1,3200,17,17200,2838.0,0.99923,1,2
0.1,3200,17,17200,3422.0,0.97851,1,2
0.1,3200,17,17200,3345.0,0.78564,1,2
0.1,3200,17,17200,3101.0,0.98535,1,2
0.1,3200,17,17200,3342.0,0.96848,1,2
0.1,3200,17,17200,3158.0,0.94747,1,2
0.1,3200,17,17200,3274.0,0.90046,1,2
0.1,3200,17,17200,-1.0,0.99923,0,0
0.1,3200,17,17200,-1.0,0.99722,0,0
0.1,3200,17,17200,-1.0,0.99932,0,0
0.1,3200,17,17200,-1.0,0.99684,0,0
0.1,3200,17,17200,-1.0,0.9964,0,0
0.1,3200,17,17200,-1.0,0.99318,0,0
0.1,3200,17,17200,-1.0,0.98711,0,0
0.1,3200,17,17200,-1.0,0.97852,0,0
0.1,3200,17,17200,-1.0,0.98109,0,0
0.1,3200,17,17200,-1.0,0.95375,0,0
0.1,3200,17,17200,-1.0,0.95932,0,0
0.1,3200,17,17200,-1.0,0.95932,0,0
0.1,3200,17,17200,-1.0,0.98535,0,0
0.1,3200,17,17200,-1.0,0.53844,0,0
0.1,3200,17,17200,-1.0,0.8538,0,0
0.1,3200,17,17200,-1.0,0.68546,0,0
0.1,3200,17,17200,-1.0,0.99987,0,0
0.1,3200,17,17200,-1.0,0.9996,0,0
0.1,3200,17,17200,-1.0,0.41584,0,0
0.1,3200,17,17400,3015.0,0.98335,4,5
0.1,3200,17,17400,3246.0,0.99871,4,5
0.1,3200,17,17400,2884.0,0.98111,3,4
0.1,3200,17,17400,2682.0,0.99832,3,4
0.1,3200,17,17400,2815.0,0.99983,2,3
0.1,3200,17,17400,3229.0,0.87146,2,3
0.1,3200,17,17400,3161.0,0.98336,2,3
0.1,3200,17,17400,3150.0,0.96419,2,3
0.1,3200,17,17400,2974.0,0.99995,1,2
0.1,3200,17,17400,2838.0,0.99959,1,2
0.1,3200,17,17400,3422.0,0.98865,1,2
0.1,3200,17,17400,3345.0,0.88687,1,2
0.1,3200,17,17400,3101.0,0.99226,1,2
0.1,3200,17,17400,3342.0,0.98336,1,2
0.1,3200,17,17400,3158.0,0.97228,1,2
0.1,3200,17,17400,3274.0,0.94747,1,2
0.1,3200,17,17400,-1.0,0.99959,0,0
0.1,3200,17,17400,-1.0,0.99853,0,0
0.1,3200,17,17400,-1.0,0.99964,0,0
0.1,3200,17,17400,-1.0,0.99833,0,0
0.1,3200,17,17400,-1.0,0.99809,0,0
0.1,3200,17,17400,-1.0,0.99639,0,0
0.1,3200,17,17400,-1.0,0.99318,0,0
0.1,3200,17,17400,-1.0,0.98866,0,0
0.1,3200,17,17400,-1.0,0.99002,0,0
0.1,3200,17,17400,-1.0,0.97558,0,0
0.1,3200,17,17400,-1.0,0.97853,0,0
0.1,3200,17,17400,-1.0,0.97853,0,0
0.1,3200,17,17400,-1.0,0.99226,0,0
0.1,3200,17,17400,-1.0,0.75642,0,0
0.1,3200,17,17400,-1.0,0.92272,0,0
0.1,3200,17,17400,-1.0,0.83401,0,0
0.1,3200,17,17400,-1.0,0.26442,0,0
0.1,3200,17,17400,-1.0,0.99979,0,0
