max_cells,seed,tick,n_intervals,n_divisions,cell_S
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
20,5,34200,0,0,0.0
