imposed_cv,imposed_T,seed,realized_interval,cell_S,n_intervals,n_divisions
0.0,3200,17,3200.0,0.91239,1,2
0.0,3200,17,3200.0,0.9124,1,2
0.0,3200,17,3200.0,0.91238,1,2
0.0,3200,17,3200.0,0.9124,1,2
0.0,3200,17,3200.0,0.91239,1,2
0.0,3200,17,3200.0,0.9124,1,2
0.0,3200,17,3200.0,0.91239,1,2
0.0,3200,17,3200.0,0.9124,1,2
0.0,3200,17,3200.0,0.91238,1,2
0.0,3200,17,3200.0,0.9124,1,2
0.0,3200,17,3200.0,0.91239,1,2
0.0,3200,17,3200.0,0.9124,1,2
0.0,3200,17,3200.0,0.91238,1,2
0.0,3200,17,3200.0,0.9124,1,2
0.0,6400,1,6400.0,0.9124,2,3
0.0,6400,1,6400.0,0.9124,2,3
